,Title
583,"A Journal by one of the suite of Thomas Beckington, afterwards Bishop of Bath and Wells, during an embassy to negotiate a marriage between Henry VI, and a daughter of the Count of Armagnac A"
584,Journal du voyage d'un ambassadeur anglais (T
585,"Fotheringhay and Mary, Queen of Scots "
586,"Ashantee and the Gold Coast: being a sketch of the history, social state, and superstitions of the inhabitants of those countries: with a notice of the state and prospects of Christianity among them"
587,"A Voyage of Discovery towards the North Pole, performed in His Majesty's Ships Dorothea and Trent, under the command of Capt"
588,"An Archæological Description of Saltwood Castle near Hythe, Kent "
589,Beeton's Great Book of Poetry: from Cædmon and King Alfred's Boethius to Browning and Tennyson
590,Ten Years in Winnipeg
591,"The Beggar's Benison: or, a Hero, without a name; but, with an aim"
592,"Voyage pittoresque en Suisse, en Savoie et sur les Alpes"
593,Geschichte und Beschreibung von Aschaffenburg und dem Spessart
594,"The Widdow Ranter, or, the History of Bacon in Virginia"
595,"The Younger Brother: or, the Amorous Jilt"
596,Topographie und Statistik von Lübeck und dem mit Hamburg gemeinschaftlichen Amte Bergedorff
597,Topographie und Statistik von Lübeck und dem mit Hamburg gemeinschaftlichen Amte Bergedorf 
598,"Oldenbarneveld, de Staten van Holland en Leycester in 1585 en 1586"
599,The late Dr
600,An Enquiry into M
601,[An Enquiry into M
602,Note by Dr
603,"On the Former Extent of the Persian Gulf, and on the Non-identity of Babylon and Babel; in reply to Mr"
604,On the Sources of the Nile; being an attempt to assign the limits of the basin of that river
605,Jacob's Flight; or a Pilgrimage to Harran and thence in the Patriarch's footsteps into the Promised Land
606,Narrative of the Voyage of H
607,The History of the Town of Belfast with 
608,[The History of New-Hampshire
609,From Pharaoh to Fellah 
610,Bell's Standard Elocutionist 
611,I
612,"The Taking of the Flag, and other recitations, etc"
613,"Doctor Weld; or, The Web of life"
614,Ethic Amusements by Mr
615,Aide-mémoire pour servir à l'histoire de l'Agenais 
616,"Histoire du château, de la ville, et des seigneurs et barons de Montpezat et de l'abbaye de Pérignac "
617,Recherches historiques sur le Maine
618,The Wood-Rangers
619,"The History of Constitutional Progress during the reign of Queen Victoria, 1837-1887"
620,"Journal d'un voyage aux mers polaires, exécuté à la recherche de Sir John Franklin, en 1851 et 1852 "
621,Lucille Belmont
622,[Le Drame de la rue de la Paix
623,Die russische Gesellschaft unter Peter dem Grossen 
624,Le Vénézuéla
625,Benedictus
626,König Koloman und Kaiser Josef
627,"Benjamin the Waggoner, a ryghte merrie and conceited tale in verse, etc"
628,"Eight Years in Asia and Africa, from 1846 to 1855 "
629,The Cruise of the Alice May in the Gulf of St
630,Benjie's Guide to Edinburgh and vicinity 
631,Master Skylark
632,Garnered Grain
633,Picturesque York
634,[A Guide to St
635,"Ivor; or, Woman's wiles"
636,The Ruined Cities of Mashonaland: being a record of excavation and exploration in 1891 
637,[The Ruined Cities of Mashonaland: being a record of excavation and exploration in 1891 
638,"The Works of Jeremy Bentham, published under the superintendence of his executor, John Bowring"
639,Œuvres
640,"De l'organisation judiciaire, et de la codification, extraits de divers ouvrages de Jérémie Bentham "
641,"Bentinck's Tutor, one of the family"
642,Aufzeichnungen des Grafen William Bentinck über Maria Theresia
643,[Wintering in Egypt
644,"Paměti města Nové Paky, etc"
645,Wilhelmus de Berchen 
646,Pamiętniki o Polskich spiskach i powstaniach 1831-1862
647,Histoire du Château et des Seigneurs d'Esquelbecq en Flandre
648,"Дневникъ Каммеръ-Юнкера Берхгольца, веденный имъ въ Россіи въ царствованіе Петра Великаго, съ 1721-1725 годъ"
649,"Schilderung und Abbildung der merkwürdigsten russischen Völkerschaften, welche in dem jetzigen Kriege gegen Frankreich Kämpfen "
650,"De arce Wisbyensi anno 1676 a Danis expugnata atque paullo post funditus excisa dissertatio, etc"
651,A Month in the Forests of France
652,"A Pamphlet, dedicated to the Noblemen, Gentlemen and Sportsmen, of England, Ireland, and Scotland "
653,Die Alpen in Natur- und Lebensbildern Mit 16 Illustrationen 
654,"The Alps; or, Sketches of life and nature in the mountains "
655,Berlin wie es ist
656,Photo Pictures in East Anglia by Payne Jennings
657,"Bermuda, a colony, a fortress, and a prison; or, Eighteen months in the Somers' Islands"
658,The Lamentable Vision of the Devoted Hermit (written of a sadly deceived soul and its body)
659,Autour de la Méditerranée 
660,"[Narrative of the Voyages and Services of the Nemesis, from 1840 to 1843; and of the combined naval and military operations in China; comprising a complete account of the colony of Hong Kong, and remarks on the character and habits of the Chinese, from notes of Commander W"
661,Schicksale des Grossherzogthums Frankfurt und seiner Truppen
662,Recherches sur l'histoire de la ville de Ribauvillé publiées 
663,[The History of the late Revolution of the Empire of the Great Mogol: together with the most considerable passages for 5 years following in that Empire
664,Album de la República O
665,The Handbook for Delhi
666,Bertha: a story of love
667,Dictionnaire des sciences anthropologiques 
668,"Étude sur les forestiers et l'établissement du comté héréditaire de Flandre, suivie de quelques documents sur les fêtes des forestiers de Bruges"
669,The Bertram Family
670,[The Bertram Family
671,"The Kingdom of the Barotsi, Upper Zambezia "
672,"An Attempt to Establish a Pure Scientific System of Mineralogy, by the application of the electro-chemical theory and the chemical proportions "
673,"Jerusalem, the City of Herod and Saladin"
674,"[Jerusalem, the City of Herod and Saladin"
675,"[Jerusalem, the City of Herod and Saladin"
676,By Celia's Arbour
677,The Case of Mr
678,[The Golden Butterfly 
679,The Monks of Thelema
680,My Little Girl
681,"Sweet Nelly, my Heart's Delight "
682,"The Ten Years' Tenant, and other stories"
683,"'Twas in Trafalgar's Bay, and other stories"
684,With Harp and Crown
685,"Black Bess; or, the Knight of the road"
686,Geschichte Russlands 
687,"[The Beggar's Daughter of Bednall Green, as edited by Dr"
688,Mediæval Geography
689,The History of Virginia 
690,"Urkundenbuch zur Geschichte der, jetzt die preussischen Regierungsbezirke Coblenz und Trier bildenden mittelrheinischen Territorien "
691,Beyminstre
692,"Poems, by T"
693,The Travels of a Hindoo to various parts of Bengal and Upper India
694,Deux années au Brésil
695,The Galaxy
696,Songs of the Semitic [i
697,A Sacred Poem in four books
698,An English Psalm
699,"Revolvit cor meum: the common English translation of the Fourty-Fifth Psalm, carefully corrected "
700,"A Paraphrase on the Book of Ecclesiastes: first published in the year 1768, and entitled “Choheleth; or, the Royal Preacher, a poem"
701,"קהלת The Book of Solomon, called Ecclesiastes; or, the Preacher, metrically paraphrased, and accompanied with an analysis of the argument "
702,A Paraphrase on the Song of the Three Children
703,A Poetical Version of the Four Gospels
704,"Readings for Lent, 1877"
705,"Scripture Sites and Scenes, from actual survey, in Egypt, Arabia, and Palestine, etc"
706,"Gestern, Heute und in Ewigkeit"
707,Japan as we saw it 
708,Handfasted
709,"Illustrated London, or, a series of views in the British metropolis and its vicinity, engraved by Albert Henry Payne, from original drawings"
710,History of the Expedition under the command of Lewis and Clark 
711,Memorie istoriche della città e contado di Vigevano
712,White Man's Africa 
713,The History of Don Francisco de Miranda's Attempt to effect a Revolution in South America
714,"[A Geographical and Historical View of the World: exhibiting a complete delineation of the natural and artificial features of each country, etc"
715,Bigotry: a satire in Hudibrastic verse
716,Seven Essays on Christian Greece 
717,"L'Île de Rhodes, etc"
718,S
719,Beaujolais-Forez-Dombes
720,Colmar und die Schreckenszeit
721,"Sigismund Billings kleine Chronik der Stadt Colmar, herausgegeben von Andreas Waltz"
722,"Excursions in North Wales, including Aberystwith and the Devil's Bridge "
723,Costa Rica and her Future 
724,"The Cities and Towns of China, a geographical dictionary by G"
725,"The City of Renown, and other poems"
726,"The Court and Times of James the First; illustrated by authentic and confidential letters, from various public and private collections"
727,"Original Documents relating to Sheffield, principally in connection with Mary, Queen of Scots"
728,"Francis Abbott, the recluse of Niagara: and Metropolitan Sketches; second series"
729,Birds of Prey
730,The Diary of a Citizen of Paris during 'The Terror' 
731,The Township of Birkenhead
732,"An Historical and Descriptive Sketch of Birmingham, with some account of its environs, and forty-four views of the principal public buildings, etc"
733,"An Historical Curiosity, by a Birmingham resident [i"
734,"The Stranger's Guide to Modern Birmingham, with an account of its public buildings and institutions, its show rooms and manufactories"
735,"[The Birmingham Saturday half-holiday guide, with a map"
736,"[The Birmingham Saturday half-holiday guide, with a map"
737,"[The Birmingham Saturday half-holiday guide, with a map"
738,"Geschichte der Stadt und Bundesfestung Landau, mit dazu gehörigen Belegen"
739,The Birthday Album of thoughts for the thoughtful and 'sweets to the sweet
740,[The Birthday Album of thoughts for the thoughtful and 'sweets to the sweet
741,"The Registers of Caundle Bishop, Dorset"
742,The Brighton Chain Pier: in memoriam
743,Niels Henrik Abel
744,"[The Baron's War, including the battles of Lewes and Evesham"
745,The Black-Box Murder
746,Black Moss
747,[Black's Picturesque guide to the English Lakes 
748,[Black's Guide to the Isle of Man
749,[The Strange Adventures of a Phaeton 
750,Breton Folk
751,The Pyrenees: a description of summer life at French watering places 
752,[The Pyrenees: a description of summer life at French watering places 
753,A Modern Parrhasius
754,"Blackfriars; or, the Monks of old"
755,The Selected Poems of J
756,Dariel
757,[Lorna Doone: a romance of Exmoor
758,Lettre écrites des régions polaires par lord Dufferin et traduites de l'anglais 
759,[Lettre écrites des régions polaires par lord Dufferin et traduites de l'anglais 
760,"Songs, Poems, & Verses"
761,Bonderesningen i svenska Österbotten
762,"The Grave, a poem: altered into rhime, from the blank verse, of R"
763,Anthony Blake's Experiment
764,Arctic Experiences: containing Capt
765,Blueskin: a romance of the last century
766,A Boy in the Peninsular War
767,History of Shrewsbury Hundred or Liberties 
768,1848
769,Letters on England 
770,Letters on England 
771,The prophet's mantle
772,Gids der Nederlandsche weldadigheid
773,La Chapelle de Gaillon et les fresques d'Andrea Solario
774,"Essai comparé sur les institutions, les lois et les mœurs de la Roumanie "
775,The Order Book of Capt
776,Lyon Pittoresque 
777,Brighton and its Coaches
778,[The Ascent of Man
779,A Selection from the Poems of Mathilde Blind
780,Blindpits
781,"Three Months in the Orient; also, Life in Rome, and the Vienna Exposition"
782,[Das Königreich Norwegen
783,Blondelle
784,The works of Robert Bloomfield
785,"Rural tales, ballads, and songs"
786,Lady Bluebeard
787,Bedouin Tribes of the Euphrates 
788,Voyage en Arabie
789,[The American Coast Pilot 
790,[The American Coast Pilot 
791,[The American Coast Pilot 
792,The Poetry of Wilfrid Blunt
793,Geschichte der Republik Zürich
794,"A Letter to George Steevens, Esq"
795,"The Giant's Causeway once Bamboos; Captain Morton's essays, renewed by Ben Bobstay"
796,"Memorias para la Historia de México Independiente, 1822-1846 "
797,Frederic and the Falcon
798,Patient Griselda
799,To Kairwân the Holy: scenes in Muhammedan Africa 
800,Geschichte des Bundes der Sachsenstädte bis zum Ende des Mittelalters mit Rücksicht auf die Territorien zwischen Weser und Elbe
801,Russische Fragmente
802,Lord Edward Fitzgerald
803,"The Bodmin Register; containing collections relative to the past and present state of the parish of Bodmin, etc"
804,A magyar nemzet története
805,"The Public Economy of Athens, in four books; to which is added a dissertation on the silver mines of Laurion"
806,The Public Economy of Athens 
807,[Chronik von Wiener-Neustadt
808,Von Sansibar zum Tanganjika
809,Acta Imperii selecta
810,J
811,"Geschichte des Feldzuges im Jahre 1812, nach den zuverlässigsten Quellen "
812,Nidderdale: and the vale of the Nidd 
