,Authors	Contributors,Author,Contribututors
530,,,"HIPPESLEY, R."
531,,,"MILLER, Anne "
532,,"BATTEN, George G.","PLEYTE, Cornelis Marinus."
533,,,"VINCENT, George."
534,,,PRICE 
535,,"BAUCH, Alfred.","ARNSTEIN, Gebhard von "
536,,"BAUCUS, Georgiana.","NIND, Mary Clarke."
537,,"BAUDISSIN, Adelbert Heinrich ","BECK, August "
538,,"BAUDOT, Marc Antoine.","QUINET, Hermione."
539,,"BAUDOUIN D'AUBIGNY, Jean Marie Théodore ","JONES, Richard "
540,,"BAUHAIN, E. ","GODEFROY, J. "
541,,"BAUMGARTEN, Hermann.","MARCKS, Erich C."
542,,"BAUR, Stephan.","LE ROY, A. "
543,,"BAUREIN, Jacques.","CASTELNAU D'ESSENAULT, Guillaume de "
544,,"BAXTER, Robert.","ALFORD, Charles Richard "
545,,"BAXTER, Robert.","BEVERLEY, Robert Mackenzie."
546,,"BAYARD, Nicholas ","Lodowick, Charles."
547,,"BAYARD, William.","KONTOSTAULOS, Alexandros."
548,,,"RAE, William Fraser."
549,,"BAYLIES, Francis.","DRAKE, Samuel Gardner."
550,,"BAYLY, Nathaniel Thomas Haynes.","W., F."
551,,,"BAILAC, Jean Baptiste."
552,,"BAZANCOURT, César de ","GOULD, Robert Howe."
553,,"BAZIN, René François Nicolas Marie.","CROOKLANDS, Josiah."
554,,"Reid, Mayne","Reid, Mayne"
555,,"BEARDSLEY, D. B.","RAYMOND, Paul."
556,,"BEATSON, Alexander.","Daniell, William"
557,,"Beattie, James","COCKIN, William "
558,,"BEATTIE, William ","ALLOM, Thomas."
559,,"BEATTIE, William ","Bartlett, W. H. (William Henry)"
560,,"BEAUFORT, Agatha.","NOTLEY, Frances Eliza Millett."
561,,"BEAUFORT, Emily Anne ","SMYTHE, Percy Ellen Frederick William "
562,,"BEAUGUÉ, Jean de.","MONTALEMBERT, Charles Forbes René de "
563,,,"LLWYD, Richard."
564,,"BEAUMONT, Francis.","BLAIKELOCKE, Laurence."
565,,"BEAUMONT, Francis ","LAFOND, Ernest."
566,,"BEAUMONT, Francis ","TATE, Nahum."
567,,"BEAUMONT, Francis ",BOOTH 
568,,"BEAUMONT, Francis ","SETTLE, Elkanah."
569,,"BEAUMONT, Francis ","FLETCHER, John "
570,,"BEAUMONT, Joseph ","G., J."
571,,"BEAURE, Antoine ","MATHOREL, Henri."
572,,,"Fox, Charles James"
573,,,"ARGLES, afterwards HUNGERFORD, Margaret Wolfe."
574,,"BEAUVOIR, Ludovic de ","STEPHENSON, Agnes."
575,,"BECCARIA BONESANA, Cesare ","TUROTTI, Felice."
576,,"BECCARIA BONESANA, Cesare ","GLASER, Julius."
577,,"Bechstein, Ludwig","HUHN, Eugen."
578,,"BECK, Hans Charles Johannes von.","RYE, Olaf."
579,,"BECKER, August ","MACDOWALL, M. W."
580,,"BECKER, K. A. G.","STAEDLER, Gustav Leopold."
581,,"BECKET, Andrew.","BEATTIE, William "
582,,"BECKH, Wilhelm.","GOLDSCHMIDT, Ferdinand "
583,,"BECKINGTON, Thomas ","HULL, Edward "
584,,"BECKINGTON, Thomas ","Brunet, Gustave"
585,,"BEDE, Cuthbert ",Mary 
586,,"BEECHAM, John.","METCALFE, George Edgar."
587,,"BEECHEY, Frederick William.","BUCHAN, David "
588,,"BEESTON, Frederick.","BEESTON, C."
589,,"BEETON, Samuel Orchart.","LESTER, John William."
590,,"BEGG, Alexander ","NURSEY, Walter R."
591,,,"MILLS, George "
592,,"BÉGIN, Émile Auguste.","ROUARGUE, Émile "
593,,"BEHLEN, Stephan ","MERKEL, Joseph."
594,,"Behn, Aphra","J., G."
595,,"Behn, Aphra","GILDON, Charles."
596,,"BEHRENS, C. G.","BEHRENS, H. L. "
597,,"BEHRENS, H. L. ","BEHRENS, C. G."
598,,"BEIJERMAN, Hugo.","MENSINGA, J. A. M."
599,,"BEKE, Charles Tilstone.","BEKE, Emily."
600,,"BEKE, Charles Tilstone.","ABBADIE, Antoine Thompson d'."
601,,"BEKE, Charles Tilstone.","ABBADIE, Antoine Thompson d'."
602,,"BEKE, Charles Tilstone.","AYRTON, Frederick."
603,,"BEKE, Charles Tilstone.","CARTER, William George."
604,,"BEKE, Charles Tilstone.","SCHLOSBERG, Herzl Joshua "
605,,"BEKE, Emily.","BEKE, Charles Tilstone."
606,,"BELCHER, Edward ","ADAMS, Arthur "
607,,,"BENN, George."
608,,"BELKNAP, Jeremy.","FARMER, John "
609,,"BELL, Charles Frederic Moberly.","MONTBARD, Georges."
610,,"BELL, David Charles ","BELL, Alexander Melville."
611,,"BELL, Francis Dillon ","YOUNG, Frederick "
612,,"BELL, Henry Thomas Mackenzie.","NESBITT, Joseph John."
613,,"BELL, M. M.","BELL, Letitia Mary Martin."
614,,"BELLAMY, Daniel ","BELLAMY, Daniel "
615,,"BELLECOMBE, André de.","THOLIN, Georges."
616,,"BELLECOMBE, André de.","THOLIN, Georges."
617,,"BELLÉE, Armand.","BIGOT, Julien."
618,,"BELLEMARE, Louis Ferry Gabriel de.","Reid, Mayne"
619,,"BELLEWES, George Oliver ","DEVENISH, William Hammon."
620,,"BELLOT, Joseph René.","LEMER, Jean Baptiste Raymond Julien."
621,,"BELMONT, Lucille.","COCHRANE, Alexander Dundas Ross "
622,,"BELOT, Adolphe.","DUNSTAN, H. Mainwaring."
623,,"BELYAEV, Ivan Dmitrievich.","G., E."
624,,"BÉNARD, Charles Marie Eugène Pierre.","DESBATS, Alexis Gabriel."
625,,,"HARRIS, Emily Marion."
626,,"BENICZKY, Lajos.","PRÉLY, Stefan."
627,,,"PLAGUE'EM, Peter."
628,,"BENJAMIN, Israel Joseph.","SEEMANN, Berthold Carl."
629,,"Benjamin, S. G. W. (Samuel Greene Wheeler)","BURNS, M. J."
630,,,"GILLIES, James Brown."
631,,"BENNETT, John ","BIRCH, Reginald Bathurst."
632,,"BENNETT, Lucy Ann ","BONAR, Horatius."
633,,"BENSON, George ","JEFFERSON, J. England."
634,,"BENSON, Samuel.","DREWETT, William."
635,,"BENT, Edith ","BENT, Constance."
636,,"BENT, James Theodore.","SWAN, Robert McNavi Wilson."
637,,"BENT, James Theodore.","SWAN, Robert McNavi Wilson."
638,,"Bentham, Jeremy","BOWRING, John "
639,,"Bentham, Jeremy","DUMONT, Pierre Étienne Louis."
640,,"Bentham, Jeremy","Dumont, Etienne"
641,,,"Payn, James"
642,,"BENTINCK, Wilhelm Friedrich Christian von ","BEER, Adolf."
643,,"BENTLEY, Arthur James Macdonald ","GRIFFINHOOFE, Charles George."
644,,"BERAN, Josef V.","PROCHÁZKA, František Faustýn."
645,,"BERCHEN, Wilhelmus de.","SLOET VAN DE BEELE, Ludolf Anne Jan Wilt "
646,,"BERG, Nikolai Vasil'evich.","RALEX, W."
647,,"BERGEROT, Alphonse ","DIEGERICK, Isidore Lucien Antoine."
648,,"Bergholz, Friedrich Wilhelm von","AMMON, Ivan Fedorovich."
649,,"BERGK, Johann Adam.","GEISSLER, Christian Gottfried Heinrich."
650,,"BERGMAN, Carl Johan ","SCHRÖDER, Johan Henrik."
651,,"Berkeley, Grantley F. (Grantley Fitzhardinge)","LEECH, John "
652,,"Berkeley, Grantley F. (Grantley Fitzhardinge)","STYLES, John "
653,,"BERLEPSCH, Hermann Alexander von.","RITTMEYER, Emil."
654,,"BERLEPSCH, Hermann Alexander von.","RITTMEYER, Emil."
655,,,"Kertbeny, C. von"
656,,"BERLYN, Annie.","Jennings, Payne."
657,,,"WHITTINGHAM, Ferdinand."
658,,,"YATES, William "
659,,"BERNARD, Marius.","CHAPON, A."
660,,"BERNARD, William Dallas.","HALL, William Hutcheon "
661,,"BERNAYS, Guillaume.","ARDENNE, Armand Leon von "
662,,"BERNHARD, Marie Bernard.","MOSSMANN, Xavier."
663,,"BERNIER, François.","BROCK, Irving."
664,,"BERRA, Francisco Antonio.","PENA, Carlos María de."
665,,"BERRESFORD, G.","COOPER, Frederick Henry."
666,,,"Sayle, Charles"
667,,"BERTILLON, Louis Adolphe.","COUDEREAU, C. A."
668,,"BERTIN, Jules ","VALLÉE, George."
669,,,"CHARLES, Elizabeth."
670,,,"CHARLES, Elizabeth."
671,,"BERTRAND, Alfred.","MIALL, Arthur Bernard."
672,,"Berzelius, Jöns Jakob ","BLACK, John "
673,,"Besant, Walter ","Palmer, Edward Henry"
674,,"Besant, Walter ","Palmer, Edward Henry"
675,,"Besant, Walter ","PALMER, Edward Henry"
676,,"Besant, Walter ","RICE, James "
677,,"Besant, Walter ","B., W. "
678,,"Besant, Walter ","RICE, James "
679,,"Besant, Walter ","RICE, James "
680,,"Besant, Walter ","RICE, James "
681,,"Besant, Walter ","RICE, James "
682,,"Besant, Walter ","RICE, James "
683,,"Besant, Walter ","RICE, James "
684,,"Besant, Walter ","RICE, James "
685,,,"VILES, Edward."
686,,BESTUZHEV,"SCHIEMANN, Theodor "
687,,,"HARVEY, William "
688,,"BEVAN, William Latham.","HAVERGAL, Francis Tebbs."
689,,"BEVERLEY, Robert.","CAMPBELL, Charles "
690,,"BEYER, Heinrich ","ELTESTER, Leopold."
691,,,"WALLACE, Ellen."
692,,B,"BEDINGFELD, Thomas."
693,,,"WHEELER, James Talboys."
694,,"BIARD, François.","RIOU, Édouard."
695,,,"BELCHER, William "
696,,,"W., G. E."
697,,,"BERNARD, Valentine Lumley."
698,,,"BRERETON, Thomas "
699,,,"CRANE, Thomas "
700,,,"FURLEY, J. Dennis."
701,,,"MORGAN, Aaron Augustus."
702,,,"LE PLA, Mark."
703,,,"DARLING, Ralph."
704,,,"MUSGRAVE, George Musgrave."
705,,,"Bartlett, W. H. (William Henry)"
706,,"BICKERSTETH, Edward Henry ","B., Helene v."
707,,"BICKERSTETH, Mary Jane.","BICKERSTETH, Edward Henry "
708,,"BICKLEY, Augustus Charles ","CURRYER, George S."
709,,"BICKNELL, W. I.","PAYNE, Albert Henry."
710,,"BIDDLE, Nicholas ","Clark, William"
711,,"BIFFIGNANDI BUCCELLA, Pietro Giorgio.","BIFFIGNANDI BUCCELLA, Bernardino."
712,,"BIGELOW, Poultney.","Woodville, Richard Caton"
713,,"BIGGS, James ","Miranda, Francisco de"
714,,"BIGLAND, John.","MORSE, Jedidiah."
715,,,"PHILLIPS, George "
716,,"BIKELAS, Demetrios.","STUART, John Patrick Crighton "
717,,"BILIOTTI, Édouard ",COTTRET 
718,,"BILLE, Steen Andersen.","ROSEN, Wilhelm Sophus Andreas von."
719,,"BILLET, H.","MULSANT, Martial Étienne."
720,,"BILLING, Sigismund.","RATHGEBER, Julius."
721,,"BILLING, Sigismund.","WALTZ, Andreas."
722,,"BINGLEY, William ","BINGLEY, William Richard."
723,,"BIOLLEY, Paul.","CHARLES, Cecil."
724,,"BIOT, Édouard Constant.","PLAYFAIR, George Macdonald Home."
725,,"BIRCH, afterwards SALWEY, Charlotte Maria.","SALWEY, Reginald Ernest."
726,,"BIRCH, Thomas ","WILLIAMS, Robert Folkestone."
727,,"BIRCH, Walter de Gray.",Mary 
728,,"BIRD, James ","ABBOTT, Francis "
729,,,"Braddon, M. E. (Mary Elizabeth)"
730,,"BIRÉ, Edmond.","DE VILLIERS, John Abraham Jacob "
731,,,"SULLEY, Philip."
732,,,"YATES, George "
733,,,"HAMPER, William."
734,,,"Pye, Charles."
735,,,"STURGE, Joseph "
736,,,"STURGE, Joseph "
737,,,"STURGE, Joseph "
738,,"BIRNBAUM, Johann von.","SCHATTENMANN, Johann Jacob."
739,,,"WATSON, Jean L."
740,,,"WATSON, Jean L."
741,,,"MAYO, Charles Herbert."
742,,"BISHOP, John George.","BROWN, Samuel "
743,,"BJERKNES, Carl Anton.","ABEL, Niels Henrik."
744,,"BLAAUW, William Henry.","PEARSON, Charles Henry."
745,,,"SCHWARTZ, Joost Marius Willem van der Poorten."
746,,,"ROBINS, Arthur."
747,,"BLACK, Adam ","Foster, Myles Birket"
748,,"BLACK, Adam ","JORDAN, Ernest Daniel."
749,,"BLACK, William ","WALLER, S. E."
750,,"BLACKBURN, Henry George.","Caldecott, Randolph"
751,,"BLACKBURN, Henry George.","Doré, Gustave"
752,,"BLACKBURN, Henry George.","Doré, Gustave"
753,,"BLACKBURNE, E. Owens ","CLEMËS, A. A."
754,,,"STEPHENS, Walter "
755,,"BLACKIE, John Stuart.","WALKER, Archibald Stodart."
756,,"Blackmore, R. D. (Richard Doddridge)","HAMMOND, Chris "
757,,"Blackmore, R. D. (Richard Doddridge)","ARMSTRONG, Francis A. W. T."
758,,"BLACKWOOD, Frederick Temple Hamilton Temple ","TUGNOT DE LANOYE, Ferdinand."
759,,"BLACKWOOD, Frederick Temple Hamilton Temple ","TUGNOT DE LANOYE, Ferdinand."
760,,"BLACKWOOD, Helen Selina ","BLACKWOOD, Frederick Temple Hamilton Temple "
761,,"BLADH, Peter Johan.","RANCKEN, J. Oskar I."
762,,"BLAIR, Robert ","LEMOINE, Henry "
763,,"BLAKE, Anthony.","O'BRIEN, Alice."
764,,"BLAKE, Euphemia Vale.","TYSON, George E."
765,,"BLAKE, Joseph ","VILES, Edward."
766,,"BLAKENEY, Robert.","STURGIS, Julian Russell."
767,,"BLAKEWAY, John Brickdale.","FLETCHER, William George Dimock."
768,,"BLANC, Jean Joseph Louis.","PHIPPS, Constantine Henry "
769,,"BLANC, Jean Joseph Louis.","HUTTON, James "
770,,"BLANC, Jean Joseph Louis.","HUTTON, James "
771,,"Bland, Fabian.","Nesbit, E. (Edith)"
772,,"BLANKENBERG, J. F. L.","DOMPIERRE DE CHAUFEPIÉ, Henri Jean de."
773,,"BLANQUART, François M. A.","SOLARIO, Andrea "
774,,"BLARAMBERG, Nicolae.","PÍČ, Josef Ladislav."
775,,"BLEEKER, Leonard.","HOUGH, Franklin Benjamin."
776,,"BLETON, Auguste.","DREVET, Joannès."
777,,"BLEW, William Charles Arlington.","TEMPLE, George "
778,,"BLIND, Mathilde.","WALLACE, Alfred Russel."
779,,"Blind, Mathilde","Symons, Arthur"
780,,,"TAYLOR, Elizabeth "
781,,"BLISS, Orville Justus.","B., E. R."
782,,"BLOM, Gustav Peter.","RITTER, Carl "
783,,,"WOLFF, Henry Drummond "
784,,"Bloomfield, Robert","Foster, Myles Birket"
785,,"BLOOMFIELD, Robert ","LOFFT, Capel "
786,,,"CURWEN, Henry "
787,,"BLUNT, Anne Isabella Noel ","B., W. S."
788,,"BLUNT, Anne Isabella Noel ","DEROME, Léopold."
789,,"BLUNT, Edmund March.","BLUNT, Edmund."
790,,"BLUNT, Edmund March.","BLUNT, Edmund."
791,,"BLUNT, Edmund March.","BLUNT, George William."
792,,"Blunt, Wilfrid Scawen","Egremont, George O'Brien Wyndham "
793,,"BLUNTSCHLI, Johann Caspar.","HOTTINGER, Johann Jacob "
794,,"Boaden, James","IRELAND, Samuel William Henry."
795,,"BOBSTAY, Ben ","MORTON, Charles "
796,,"BOCANEGRA, José María de.","VIGIL, José María."
797,,"Boccaccio, Giovanni","MARTIN, Emma."
798,,"Boccaccio, Giovanni","SOTHEBY, Eliza "
799,,"Boddy, Alexander A.","JACASSEY, A. F."
800,,"BODE, Wilhelm Julius Ludwig.","Waitz, Georg"
801,,"BODENSTEDT, Friedrich Martin von.","BEZSONOV, Petr Aleksyeevich."
802,,"BODKIN, Matthias MacDonnell.","LINSDELL, Leonard."
803,,,"WALLIS, John "
804,,"BODON, József ","SZALAY, József "
805,,"BOECKH, August.","Lewis, George Cornewall "
806,,"BOECKH, August.","Lewis, George Cornewall "
807,,"BOEHEIM, Ferdinand Carl.","BOEHEIM, Wendelin."
808,,"BOEHM, Richard.","SCHALOW, Herman."
809,,"BOEHMER, Johann Friedrich.","FICKER, Julius."
810,,"BOEHMER, Johann Friedrich.","WILL, Carl Joseph Cornelius."
811,,"BOGDANOVICH, Modest Ivanovich.","BAUMGARTEN, G."
812,,"Bogg, Edmund.","DAYKIN, W. H."
813,,"BOGGIANI, Guido.","COLINI, Giuseppe Angelo."
814,,"Bogle, George","Markham, Clements R. (Clements Robert) "
815,,"BOGUSLAWSKI, Albert Karl Friedrich Wilhelm von.","GRAHAM, Lumley "
816,,"BOISLISLE, Arthur André Gabriel Michel de.","FARGUES, Balthasar de."
817,,"BOLDAKOV, Innokenty Mikhailovich.","SHEREMETEV, Sergy Dmitrievich "
818,,"BOLDÉNYI, J. ",Janet
819,,"BOLLO, Luis Cincinato.","BOLLO, Santiago."
820,,"BOLTON, Robert ","BOLTON, Cornelius Winter."
821,,,"RHODES, William Barnes."
822,,,"FINLAY, Alexander Struthers."
823,,,"Campbell, James M. (James Macnabb) "
824,,,"CARTER, Henry John."
825,,"BOND, George ","CLODE, Samuel."
826,,"BOND, George ","CLODE, Samuel."
827,,"BONNEY, Thomas George.","WHYMPER, Edward."
828,,"BONNEY, Thomas George.","FERGUSSON, James "
829,,"BONNIN, Pierre ","GILLARD, Paul."
830,,"BONOMI, Joseph ","WARREN, Henry "
831,,"BONSTETTEN, Albrecht von.","BUECHI, Albert."
832,,"BONVALOT, Édouard Théodore.","GLASSON, Ernest Désiré."
833,,"BONVALOT, Gabriel.","PITMAN, Coulson Bell."
834,,,"GENT, L. C."
835,,,"GENT, L. C."
836,,,"DE WINTON, afterwards STRETTON, Julia Cecilia."
837,,,"GENT, L. C."
838,,,"HAVERS, Alice."
839,,,"Corbould, H. (Henry)"
840,,,"TAYLOR, W. H. "
841,,"BOOTH, Edwin Carton.","Chevalier, N. (Nicholas)"
842,,"BOOTHBY, Guy Newell.","WOOD, Stanley Llewellyn."
843,,"BOOTHBY, Guy Newell.","COWELL, G. H. Sydney."
844,,"BOOTHBY, Laetitia.","RUSSELL, William Clark."
845,,"BORBSTAEDT, Adolf.","RAYNAUD, Furcy Maxime."
846,,"BORBSTAEDT, Adolf ","BORBSTAEDT, Adolf."
847,,"BORCHERS, Wilhelm.","MACMILLAN, Walter George."
848,,"BORCKE, Johann August Heinrich Heros von.","KAEHLER, Otto August Johannes."
849,,"BORCKE, Johann August Heinrich Heros von ","SCHEIBERT, Justus."
850,,"BORDAS, Jean Baptiste.","GUÉNEE, Achille."
851,,"BORDAS, Jean Baptiste.","GUÉNEE, Achille."
852,,,"S., E. L."
853,,"BORDES, Auguste.","ROUARGUE, Émile "
854,,"BORDIER, Henri Léonard.","TELL, Wilhelm."
855,,"BORGNET, Jules ","Bormans, Stanislas."
856,,"Borland, Robert.","SCOTT, Tom "
857,,"Borrow, George Henry","BURKE, Ulick Ralph."
858,,"Borrow, George Henry","BIRRELL, Augustine "
859,,"Borrow, George Henry","BECKETT, Charles E."
860,,"BORSUM, Johann Friedrich Julius.","KOPF, David Traugott."
861,,,"BROOK, Peter "
862,,"BOSC, Ernest ","BONNEMÈRE, Lionel."
863,,"BOSCOWITZ, Arnold.","PITMAN, Coulson Bell."
864,,"BOSSUET, Jacques Bénigne ","Chevalier, Thomas"
865,,,"FISHER, Edward Thornton."
866,,"Boswell, Alexander ","SMITH, Robert Howie."
867,,"BOTTA, Carlo Giuseppe Guglielmo.","Moore, Frances."
868,,"BOTTARELLI, Giovanni Gualberto.","BOTTARELLI, Ferdinando."
869,,,"HIRD, James Dennis."
870,,"BOTURINI BENADUCI, Lorenzo.","BUSTAMANTE, Carlos María de."
871,,"BOUCHOT, Henri.","SADOUX, Eugène."
872,,,"MURRAY, Eustace Clare Grenville."
873,,"BOUGHTON, George Henry.","Abbey, Edwin Austin"
874,,"Boucicault, Dion","WILLIAMS, Henry Llewellyn."
875,,"BOURDILLON, Francis William.","FORD, Henry Justice."
876,,"BOURDILLON, Francis William.","BERKELEY, Edith S."
877,,"BOURGEOIS, Émile.","HOEY, Frances Cashel "
878,,"BOURGES, Ernest.","BOURGES, Maurice."
879,,"BOURGET, Paul Charles Joseph.","DE VILLIERS, John Abraham Jacob "
880,,"BOURLIN, Antoine Jean ",Inchbald 
881,,"BOURLIN, Antoine Jean ",Inchbald 
882,,,"HOLLAND, Clive "
883,,,"HOLLAND, Clive "
884,,"BOURSIN, Elphège ","CHALLAMEL, Jean Baptiste Marie Augustin."
885,,"BOUTIOT, Théophile.","BOUTIOT, Henry."
886,,"BOUTMY, E. ","JACOTOT, Joseph."
887,,"Boutwell, Francis Marion.","DAVIS, Isaac."
888,,"BOVET, Eugène Victor Félix.","LYTTELTON, William Henry "
889,,"BOVET, Marie Anne de ","VUILLIER, Gaston."
890,,"BOVET, Marie Anne de ","WALTER, Arthur "
891,,"BOWDICH, Thomas Edward.","HALE, Tedlie Hutchison "
892,,"BOWDLER, John ","B., J."
893,,"BOWEN, George Ferguson ",Lane
894,,,"GUILLIAM, John."
895,,"BOWES, Jerome ","TETHERTON, Robert."
896,,"BOWLES, Thomas Gibson.","BOGLE, Lockhart."
897,,"BOWMAN, Samuel M. ","SHERMAN, William Tecumseh."
898,,"BOWYER, Frederick ","SPRANGE, W. E."
899,,"BOXALL, Charles Gervaise ","MONTAGU, George Victor Drogo "
900,,,"RICHARDS, Frederick Jonathan."
901,,,"GILBERT, John "
902,,,"LYONS, Irving."
903,,"BOYD, William ","SHUFFREY, William Arthur."
904,,"BOYLE, Henry ","MARTIN, Joseph "
905,,"BOYLE, John Roberts.","KNOWLES, William Henry."
906,,"BOYVE, Jonas.","BOYVE, Jaques François."
907,,"BRACKEN, Thomas.","STOUT, Robert "
908,,"BRACKENBURY, Henry ","HUYSHE, George Lightfoot."
909,,"BRADBURY, Edward.","BAINES, A. "
910,,"Braddon, M. E. (Mary Elizabeth)","WILLIAMS, Henry Llewellyn."
911,,"BRADFORD, Jonathan.","PREST, Thomas Peckett."
912,,"BRADFORD, Thomas.","Hayley, William"
913,,"Bradford, William","DEANE, Charles "
914,,"BRADIER, Alexandre.","CUMINGE, Maurice."
915,,"BRADLEY, Gertrude M. ","MARK, Amy."
916,,"BRAIKENRIDGE, George Weare ","BICKLEY, Francis Bridges."
917,,,"SMITH, Thomas "
918,,"BRAMSTON, A. R. ","LEROY, A. C."
919,,"BRAMSTON, A. R. ","LEROY, A. C."
920,,"BRAMSTON, A. R. ","LEROY, A. C."
921,,,"BASSEWITZ, Magnus Friedrich von."
922,,"BRANDES, Carl ","WISEMAN, W. J."
923,,"BRANDES, Carl Heinrich.","Franklin, John "
924,,"BRANDES, Georg Morris Cohen.","NEUSTAEDTER, Adele."
925,,"BRANDES, Georg Morris Cohen.","POZNAŃSKI, Zygmunt."
926,,"BRANDES, Georg Morris Cohen.","EASTMAN, Samuel Coffin."
927,,"BRANDES, Georg Morris Cohen.","EASTMAN, Samuel Coffin."
928,,"BRANDON, Arthur.","BROTHERTON, Mary Isabella Irwin."
929,,,"ARGLES, afterwards HUNGERFORD, Margaret Wolfe."
930,,"BRANNON, Philip.","SYDENHAM, D."
931,,"BRANNON, Philip.","SYDENHAM, D."
932,,"BRANNT, William Theodore.","KRUPP, A. "
933,,"BRANNT, William Theodore.","HOEFER, Hanns."
934,,"BRANTHWAITE, Jasper ","MACLEAN, Frank John."
935,,"BRASSEY, Annie ","PRITCHETT, Robert Taylor "
936,,"BRASSEY, Annie ","PRITCHETT, Robert Taylor "
937,,"BRASSEY, Annie ","BARKER, afterwards BROOME, Mary Anne "
938,,"BRASSEY, Annie ","BINGHAM, Albert Yelverton "
939,,"BRASSEY, Annie ","BUTLER, J. "
940,,"BRASSEY, Thomas ","WILMOT, Sydney Marow Eardley "
941,,"BRATHWAIT, Richard.","EBSWORTH, Joseph Woodfall."
942,,"BRAUNFELS, Ludwig.","BAMBERGER, Fritz "
943,,"BRAUW, J. de ","POLARI, Constant."
944,,"BRAVO, Carlos.","BALLIVIÁN, Manuel Vicente."
945,,"Pugin, Augustus","BRAYLEY, Edward Wedlake."
946,,"BRAYLEY, Edward Wedlake.","Britton, John"
947,,"BRAYLEY, Edward Wedlake.","ALLOM, Thomas."
948,,BRÉANT ,"DUPRESSOIR, Charles."
949,,"BREESE, Edward.","WYNNE, William Watkin Edward."
950,,"BREESE, Sidney.","FULLER, Melville W."
951,,,"BIGSBY, Bernard."
952,,"BRENT, John ","BRENT, Algernon."
953,,"BRÉSIN, Louis.","MANNIER, Eugène."
954,,"BRESSON, André.","LESSEPS, Ferdinand Marie de "
955,,"BREUGEL, Wilhelmina Françoise Amélie Louise van.","PERK, Marie Adrien."
956,,"BREWER, James Norris.","STORER, Henry Sargant."
957,,"BREWER, James Norris.","GILL, B. R."
958,,"Poitiers, Diane de ","CHEVALIER, Casimir."
959,,,"SMYTHIES, Harriet Maria Gordon."
960,,"Bridges, William B.","FOTHERGILL, Henry George."
961,,,"SKEYNE, Gilbert."
962,,,"RAE, William Fraser."
963,,,"PASCOE, James."
964,,"BRIGHT, John ","LAWLEY, Francis Charles "
965,,,"WILLIAMS, John "
966,,"BRIGHTWELL, Jane.","RYMER, James Malcolm."
967,,"BRIMLEY, George.","CLARK, William George."
968,,"BRINK, Jan ten ","HEDEMAN, Jules."
969,,"BRINK, Reinier Cornelis Bakhuizen van den.","POTGIETER, Everhardus Johannes."
970,,"BRINTON, Daniel Garrison.","BLUMENTRITT, Ferdinand."
971,,,"BREWER, Henry "
972,,,"TOVEY, Samuel Griffiths."
973,,,"HEATH, George "
974,,,"LAKE, J. W. "
975,,,"CABANEL, Daniel."
976,,"BRITO CAPELO, Hermenegildo Carlos ","IVENS, Roberto."
977,,"BRITO CAPELO, Hermenegildo Carlos ","ELWES, Alfred "
978,,"Britton, John","BIGLAND, John."
979,,"Britton, John","BRAYLEY, Edward Wedlake."
980,,,"MOORE, Cecil Gurden."
981,,"BROCKETT, Linus Pierpont.","WEBER, Christian "
982,,"BROCKETT, Linus Pierpont ","BELLOWS, Henry Whitney."
983,,"BRODHEAD, John Romeyn.","ANDROS, Edmund "
984,,"BRODIE, George Staunton.","MACKAY, Wallis."
985,,"BROERSMA, Roelof.","DUDLEY, Robert "
986,,"BROGLIE, Jacques Victor Albert de ","HOEY, Frances Cashel "
987,,"BROGLIE, Jacques Victor Albert de ",GONTAUT
988,,"BROGLIE, Jacques Victor Albert de ","BROGLIE, Charles François de "
989,,"BROGLIE, Jacques Victor Albert de ","BROGLIE, Charles François de "
990,,"BROME, Richard.","BROME, Henry."
991,,"BROMEHEAD, Elizabeth A.","B., E. A."
992,,"Brontë, Charlotte","TOWNSEND, Frederick Henry."
993,,"Brontë, Charlotte","GARRETT, Edmund Henry."
994,,"Brontë, Charlotte","LEASK, William Keith."
995,,"Brooke, Henry","BROOKE, Charlotte."
996,,"BROOKE, James ","TEMPLER, John Charles."
997,,"BROOKE, Stopford Augustus.","WORDSWORTH, William"
998,,"BROOKES, Richard ","PICQUOT, A."
999,,"BROOKES, Richard ","MARSHALL, John "
1000,,"BROOKES, Richard ","FINDLAY, Alexander George."
1001,,"BROOKES, Richard ","FINDLAY, Alexander George."
1002,,"BROOKES, Richard ","SMITH, James Alexander."
1003,,"BROOKES, Richard ","FINDLAY, Alexander George."
1004,,"BROOKES, Richard ","FINDLAY, Alexander George."
1005,,"BROOKES, Richard ","FINDLAY, Alexander George."
1006,,"BROOKES, Richard ","SMITH, James Alexander."
1007,,"BROOKS, Elbridge Streeter.","STEVENSON, Letitia Green."
1008,,"Brooks, Phillips","B., M. F."
1009,,,"COLIN CUISINIER, C."
1010,,"BROSSES, Charles de ","COLOMB, Romain."
1011,,,COULTON 
1012,,,"MACFIE, Robert Andrew."
1013,,,"PONSONBY, Emily Charlotte Mary "
1014,,"BROUGHTON, Brian.","ALKEN, Samuel."
1015,,"BROUGHTON, Rhoda ","BISLAND, afterwards WETMORE, Elizabeth."
1016,,"BROUGHTON, Thomas Duer.","DUFF, Mountstuart Elphinstone Grant "
1017,,"BROUSSAIS, Émile.","SCHRADER, Jean Daniel François."
